L,T,magnetization,magnetization_std,n_eff,log_magnetization,log_magnetization_std,n_eff_log,susceptibility,susceptibility_std,n_eff_susceptibility,log_susceptibility,log_susceptibility_std,n_eff_log_susceptibility,binder_cumulant,binder_cumulant_std,n_eff_binder,m2,m2_std,n_eff_m2,m4,m4_std,n_eff_m4,n_sweeps,n_thermalize,seed,n_sweeps_target,n_draws
64,2.253521,0.666567236328125,0.12659545276194872,12975.279296875,-0.44240952663067545,0.37639978829998716,16393.0546875,836.6873386028158,250.29370785465812,12760.884765625,6.621762084415892,0.6998780609532966,14963.3720703125,0.6368742320882033,0.062473138884602125,12744.5673828125,0.46033808887600897,0.1376237062229613,12744.5673828125,0.23085120383100388,0.10844323027717127,13031.869140625,80000,8000,75,80000,80000
64,2.259887,0.6426473327636719,0.14104954849271403,10919.091796875,-0.4910528290739372,0.4151769199243663,14510.69140625,784.6031690029276,267.3592587669681,10660.390625,6.520975937004746,0.8073608464423904,13884.466796875,0.6279661309741262,0.08064380532740194,10660.2568359375,0.432890320751071,0.14750261007615204,10660.2568359375,0.2091507778164927,0.11005618424233374,11070.0830078125,80000,8000,74,80000,80000
64,2.266289,0.6131015991210937,0.15414508159747844,10491.1572265625,-0.5551038832844987,0.5120667185872275,15621.5302734375,722.3076208963201,279.70896822367206,10057.7412109375,6.391886413471068,0.9395703125107232,14043.7607421875,0.6167035147576201,0.08269091150990188,10055.81640625,0.3996539800167084,0.1547292419978762,10055.81640625,0.18366414280820376,0.10888476315839037,10326.8466796875,80000,8000,73,80000,80000
64,2.272727,0.583548583984375,0.16878189876867714,9605.16796875,-0.6280277355784044,0.5776638443792425,12570.2587890625,665.0550374845916,291.44424944593567,9331.181640625,6.24209967149759,1.1122318487931664,11886.8759765625,0.6026554396157653,0.09246092303107303,9331.1640625,0.36901592313051224,0.16170986866558418,9331.1640625,0.1623225062716843,0.1070768382574467,9660.4267578125,80000,8000,72,80000,80000
64,2.279202,0.5469678527832031,0.1808272015637757,9295.3310546875,-0.7196433004940712,0.6830332279430514,13752.6884765625,596.4124477552909,298.0793559754694,8982.181640625,6.059071906068687,1.2508950332014137,12218.728515625,0.5834089625678436,0.11068036916380697,8982.09375,0.33187190007269385,0.1658616719298937,8982.09375,0.13764870839706206,0.10310800564424874,9342.5068359375,80000,8000,71,80000,80000
64,2.285714,0.5150599487304688,0.18836813265971358,8900.2685546875,-0.8059588060305584,0.7530090261337875,13195.9296875,538.977054435827,297.43611320419717,8634.9296875,5.883730208636068,1.3945551338829254,11789.6396484375,0.5651533991601205,0.1611171371305969,8634.9609375,0.30076886065602304,0.16598070920389318,8634.9609375,0.11801115899820169,0.0974040071026615,9053.263671875,80000,8000,70,80000,80000
64,2.292264,0.475529833984375,0.1939673489004301,8205.4912109375,-0.9152238559887835,0.8203458289587409,13000.216796875,471.2831979381407,292.1799182110177,7908.5888671875,5.6632498785618015,1.5179128267790507,11453.2392578125,0.538579607039106,0.17013607880306594,7908.8896484375,0.26375148515701297,0.1634974123511794,7908.8896484375,0.09629591562551354,0.08991257563991607,8395.8349609375,80000,8000,69,80000,80000
64,2.298851,0.4442449523925781,0.198221490381645,8966.826171875,-1.0163475400363235,0.9004965272046012,14093.275390625,421.6386082465044,286.0154544723758,8466.3310546875,5.459424140884554,1.6562932969366175,12378.421875,0.5133126376372432,0.20520832867741848,8462.9052734375,0.23664484582841397,0.1605121776808272,8462.9052734375,0.08176462018900545,0.08373819314032212,8660.3134765625,80000,8000,68,80000,80000
64,2.305476,0.405947314453125,0.20025784284603546,8205.1318359375,-1.1453220858137723,0.985758644653454,13463.0869140625,364.02114764514954,275.5934867006458,7783.45361328125,5.201575499629859,1.7917880540219033,11644.458984375,0.4756600864851577,0.25186269047645315,7782.23583984375,0.20489592444300653,0.15510322434704166,7782.23583984375,0.06603904934357543,0.0762153955063294,8137.662109375,80000,8000,67,80000,80000
64,2.312139,0.3770563171386719,0.1947677655082784,8274.4619140625,-1.235603997005077,1.004240753998953,12972.3232421875,319.0604049203254,256.1992922760217,7919.9169921875,5.017360298803547,1.846163775159327,11491.5400390625,0.4517437901897381,0.2673246489040625,7919.791015625,0.18010547459423543,0.14462107254015139,7919.791015625,0.05335297516079572,0.06670113818319688,8343.3447265625,80000,8000,66,80000,80000
64,2.318841,0.34085918579101565,0.19009639042311136,9364.8486328125,-1.3667766795938057,1.0748528154675634,14794.326171875,269.04846527736123,236.98766629466482,9010.3349609375,4.757864273926136,1.9133764426138051,12837.771484375,0.4080800192593039,0.3374219712747765,9011.326171875,0.15232117048203944,0.134161114628354,9011.326171875,0.04120071866528239,0.05740425833515623,9530.3564453125,80000,8000,65,80000,80000
64,2.325581,0.3123752807617188,0.1851106727655033,8570.814453125,-1.482176974954673,1.088912979016345,14306.6806640625,232.2097033403059,219.43496345492173,8186.40478515625,4.5189175352410516,2.012987616521003,12733.79296875,0.3689970470333318,0.38870518457571496,8184.9326171875,0.1318438488781452,0.12459208990640616,8184.9326171875,0.03290579531438836,0.04990183150610601,8934.671875,80000,8000,64,80000,80000
64,2.352941,0.23305734252929688,0.15563144194321882,9952.189453125,-1.834753723198698,1.247596569662884,17623.951171875,136.7103109194387,153.2346693593787,9198.6103515625,3.8160179191209687,2.152593350784935,14203.1181640625,0.24789538125007382,0.5221480734337333,9197.1376953125,0.07853656786382199,0.08802858226519504,9197.1376953125,0.01391692692455773,0.02726690406938683,9632.8359375,80000,8000,63,80000,80000
64,2.380952,0.18038690795898438,0.12667584594062586,9246.6142578125,-2.1056870379698163,1.2903960041271492,17341.638671875,83.57966192478952,103.19598488819658,8826.7158203125,3.2673711627791597,2.1669161193838673,13227.3173828125,0.15863444400971427,0.6361076164029681,8818.34375,0.04858600592315197,0.05998189330054273,8818.34375,0.005958382522638203,0.01412683246588615,9761.0322265625,80000,8000,62,80000,80000
64,2.409639,0.15153018798828125,0.10887044133206103,8562.9072265625,-2.2972119960665522,1.359309765985236,18017.384765625,59.167325357588425,76.07506706219253,8524.7822265625,2.881163242782495,2.1967195989131083,12991.5615234375,0.11559220010393378,0.7572543985406724,8513.255859375,0.034814022707939145,0.04476336171221919,8513.255859375,0.003215749681905976,0.008344296773830417,10581.66015625,80000,8000,61,80000,80000
64,2.439024,0.12865343017578126,0.09356407441212754,9069.95703125,-2.4601675767979367,1.3605756877177082,16890.83984375,42.48128585349575,56.145390245544675,8862.5185546875,2.5477494630214177,2.1599631976842306,12562.0673828125,0.08456573859193994,0.8566190492288719,8830.1953125,0.0253058316886425,0.033441296215744036,8830.1953125,0.0017586914310393823,0.004873540644461054,10208.1123046875,80000,8000,60,80000,80000
64,2.469136,0.11188072509765624,0.08266577790492989,7654.615234375,-2.613655747211307,1.399188224841946,15179.7646484375,32.10052188619523,43.61249001870347,7367.853515625,2.2344087028514807,2.194908708217159,10593.99609375,0.05126757843124008,0.9683872457542994,7360.6806640625,0.019350842064619064,0.026293090383774614,7360.6806640625,0.0010657730489566474,0.003145024479177315,8929.8564453125,80000,8000,59,80000,80000
64,2.5,0.10078561401367188,0.07508670539831508,6391.49365234375,-2.7230137662984184,1.441687402023753,14238.4453125,25.87473905914496,35.7790015243106,6208.2578125,2.013472251690057,2.182180085567668,9331.91796875,0.02905563535856026,1.363293814831304,6227.22802734375,0.015795682844519616,0.021846388770098195,6227.22802734375,0.000726762333010145,0.0022333852702172657,7168.25732421875,80000,8000,58,80000,80000
128,2.173913,0.814706004333496,0.019106373275438022,24995.9609375,-0.20520682182404576,0.023702614290762744,25071.068359375,5005.165008712395,232.48325935603143,24936.515625,8.517118063235865,0.047406200533009396,25071.61328125,0.6659475444593911,0.0008497489465911311,24852.7421875,0.6641109224336221,0.0308464588780229,24935.82421875,0.44199480942714975,0.040353022538375354,24852.7421875,80000,8000,28,80000,80000
128,2.185792,0.8022916488647461,0.021447708980262964,23503.74609375,-0.22064691943656525,0.0271031251313491,23588.12109375,4828.194868611561,255.3976180885318,23520.013671875,8.480780595015993,0.05430385996895399,23665.873046875,0.665737501304448,0.0016431659510793024,23340.7265625,0.6441318883085624,0.03400827841055173,23435.78125,0.41606243807936627,0.042968174260866965,23340.7265625,80000,8000,27,80000,80000
128,2.197802,0.787549935913086,0.024775837590337902,22139.1796875,-0.23933577843159973,0.032061849805504784,22292.12890625,4628.248229118865,286.55176911487723,22043.96484375,8.437926668977038,0.06417505240507926,22313.55859375,0.6653911235626302,0.0016391016890555804,21855.328125,0.620848736011982,0.038405790856377235,22019.255859375,0.3869281393414198,0.04649711081025291,21855.328125,80000,8000,26,80000,80000
128,2.209945,0.7705066543579101,0.02970813816342713,20786.388671875,-0.2614826359438236,0.03985174873194891,20971.44921875,4407.945696514199,330.88113321034473,20664.880859375,8.388126003888088,0.07972164336673783,20974.994140625,0.6647891354404318,0.004074565555615909,20514.08203125,0.5945630668507889,0.044622598226954885,20660.748046875,0.3554963918458365,0.05110857514582433,20514.08203125,80000,8000,25,80000,80000
128,2.222222,0.7494939743041992,0.03667674813650136,18962.849609375,-0.2896783846885293,0.05325658394222085,19686.095703125,4151.519537768283,387.8457300081869,18710.79296875,8.326194527617101,0.10649980762237926,19684.28515625,0.6637582735666513,0.006711111846834827,18460.986328125,0.5630863845573738,0.052597478013840446,18706.962890625,0.3198327365861274,0.056073187834784675,18460.986328125,80000,8000,24,80000,80000
128,2.234637,0.7213370254516601,0.049005612094457265,15795.55078125,-0.3295833526153673,0.08561233248594666,17399.982421875,3832.5031309011265,480.21953465448644,15489.3125,8.240792944852616,0.17000390990914724,17376.095703125,0.6614573407440478,0.009155605154291212,15208.6845703125,0.5227286242848262,0.06534771242144524,15414.3232421875,0.27751548478637894,0.06291710676107193,15208.6845703125,80000,8000,23,80000,80000
128,2.247191,0.6823650588989257,0.0717888268518028,12032.6064453125,-0.39078347098400484,0.1584004885681628,14484.564453125,3432.368109763193,622.3571584893214,11728.5009765625,8.112800138109908,0.3171707321496526,14497.9072265625,0.6557083110830205,0.02450087721610945,11728.1767578125,0.4707756448464468,0.08535913843613487,11728.1767578125,0.22891579921786562,0.07082652038519782,11736.169921875,80000,8000,22,80000,80000
128,2.250352,0.669262989807129,0.0801868045698084,11774.1494140625,-0.4132905028040245,0.18642165127187277,14133.525390625,3307.8916146806673,669.314832413774,11345.4365234375,8.066346696278327,0.37391743978578695,14134.58203125,0.6530255470762611,0.027287131491899402,11283.0556640625,0.4543427927786484,0.09191195274492919,11333.65625,0.21487507480969975,0.07281077193198952,11283.0556640625,80000,8000,21,80000,80000
128,2.253521,0.6551038848876953,0.08973197465738038,10288.470703125,-0.4397741794868005,0.23153927951142766,13123.4853515625,3178.709439238807,717.5239108232074,9935.822265625,8.011976616908068,0.4642342653934655,13161.435546875,0.6496833156504918,0.03966382777094834,9934.6982421875,0.4372128266230226,0.09868881383003138,9934.6982421875,0.20089441599534708,0.07460488113609648,9976.4404296875,80000,8000,20,80000,80000
128,2.2567,0.6396965957641602,0.09954485733565537,10325.107421875,-0.4692473394042736,0.26926553614892157,12856.1904296875,3042.8822667882228,764.8207613219321,10053.1826171875,7.951684853436458,0.5381075576753473,12846.3544921875,0.6456089279578874,0.04234904848799063,10053.265625,0.41912078938949854,0.10534366199432132,10053.265625,0.1867593845047612,0.07569647633162317,10252.94921875,80000,8000,19,80000,80000
128,2.259887,0.6203402664184571,0.11159483635939597,9607.423828125,-0.5092960556769858,0.3273968736484928,12470.8720703125,2880.183135502667,820.1692532261036,9371.189453125,7.870234742183701,0.6516369246011307,12416.15625,0.6396556612749583,0.05608705508421701,9368.421875,0.39727529797460887,0.11309027980436283,9368.421875,0.17061691389940098,0.07681081557326015,9554.2421875,80000,8000,18,80000,80000
128,2.263083,0.6012818542480469,0.12171927631814412,9148.0908203125,-0.5486078931298488,0.36101638377551964,11984.27734375,2724.6816726439647,866.4787886081789,8749.8837890625,7.789497583494248,0.7330177660857571,12197.755859375,0.632960167698772,0.061350560908159386,8748.9443359375,0.37635526528060437,0.11967905760272987,8748.9443359375,0.15596618349465124,0.07749979871264277,8875.2470703125,80000,8000,17,80000,80000
128,2.266289,0.5754166824340821,0.13485890516680216,7984.45263671875,-0.6076922740255584,0.43024932691365114,10806.390625,2525.173877223623,918.7303268029762,7606.89990234375,7.670469555899594,0.8613866831023508,10832.990234375,0.622548778373712,0.06785275133043682,7606.0615234375,0.34929105538967997,0.12707442829167925,7606.0615234375,0.13815194985201457,0.07757202322677753,7864.0087890625,80000,8000,16,80000,80000
128,2.269504,0.5446519393920899,0.15066912491081302,7457.2177734375,-0.6888306622052403,0.5402992398311813,10400.537109375,2305.425169925014,969.6965813387509,7125.73779296875,7.507172695586778,1.0676352185760525,10152.552734375,0.607699508793429,0.0943531083404804,7125.72509765625,0.3193466365201399,0.13431693903639264,7125.72509765625,0.12002308885583095,0.0764221516452485,7308.755859375,80000,8000,15,80000,80000
128,2.272727,0.5168629028320313,0.16112713260057482,6973.4970703125,-0.761648223603738,0.5959437007977756,9267.669921875,2113.0036365906044,996.9895574830141,6695.01123046875,7.359480322907941,1.1907347755514428,9268.185546875,0.5924593462484227,0.10457063034466209,6693.7236328125,0.29310888865962625,0.13829793816397137,6693.7236328125,0.10503890123269057,0.07440489249847704,6963.9404296875,80000,8000,14,80000,80000
128,2.27596,0.4874609878540039,0.1673376491610915,6747.68505859375,-0.8407230646629603,0.65289368841122,9616.0,1912.1080222772312,996.8184995463671,6511.9765625,7.200094566146584,1.2975461656822953,9184.271484375,0.5760813390926338,0.12945233411408746,6512.390625,0.2656197534827516,0.13846902703267555,6512.390625,0.08972728521672044,0.07037067419059916,6883.97802734375,80000,8000,13,80000,80000
128,2.279202,0.454341748046875,0.17563348720538252,6513.6025390625,-0.9450139462176674,0.7422488442199149,9226.6806640625,1705.6335752054165,996.3681666321658,6144.6767578125,6.991023558901614,1.46402449611932,9069.9814453125,0.5529191348717841,0.14634881176330383,6144.66943359375,0.23727316025719047,0.13860629258647783,6144.66943359375,0.07551001677669839,0.0663626665458895,6385.69140625,80000,8000,12,80000,80000
128,2.282454,0.4176580902099609,0.18146397722845825,6763.576171875,-1.065703785442905,0.8112097579780635,9587.556640625,1488.5240701316177,976.8324969241082,6422.32666015625,6.747311939056474,1.6184805062532457,9517.4384765625,0.5231206106509345,0.17665603035357996,6421.845703125,0.2073670437347144,0.13608138173412804,6421.845703125,0.061519001805163745,0.06048851237624099,6671.2451171875,80000,8000,11,80000,80000
128,2.285714,0.3853243377685547,0.18237474400473944,6483.43798828125,-1.1739566182112835,0.8707679532863412,9544.763671875,1302.630850708566,944.479478354496,6086.12939453125,6.531728100902491,1.7066000442288884,9151.5390625,0.4914877201352721,0.2278520301973864,6082.2783203125,0.18173497677072883,0.13174763158323904,6082.2783203125,0.05038482324166989,0.05549998215273319,6194.1826171875,80000,8000,10,80000,80000
128,2.288984,0.35173784332275393,0.17964014759098945,6172.265625,-1.2963887582860862,0.9252904847961047,9424.7333984375,1116.5320684849435,882.4479127861257,5831.8603515625,6.284093653644385,1.8286207491886757,9190.6015625,0.45845821279376586,0.24218859232393572,5832.54736328125,0.15598968966957183,0.12328448217743572,5832.54736328125,0.03953165684067346,0.04814732614336953,6158.662109375,80000,8000,9,80000,80000
128,2.292264,0.32480874633789064,0.1770825687606078,6784.666015625,-1.4038445028909667,0.9744644138554878,10506.0341796875,978.1921845977962,835.0030982643093,6344.2939453125,6.068390721801999,1.919304675777594,10223.318359375,0.4237969830387459,0.28482536291376703,6344.47509765625,0.13685856587849557,0.11682128526687699,6344.47509765625,0.03237730915556492,0.043129362246111164,6626.53515625,80000,8000,8,80000,80000
128,2.295552,0.3005619979858398,0.1711313760419413,6638.00830078125,-1.4967079091335722,1.0103448328001716,10768.20703125,853.6811464503547,772.1622322540226,6208.50439453125,5.8829919534023425,1.9486638248826975,10090.9658203125,0.39420502891253084,0.3726283655979171,6208.0712890625,0.11962309642489999,0.10815113038219593,6208.0712890625,0.026006205992890125,0.03756566903085079,6562.2294921875,80000,8000,7,80000,80000
128,2.298851,0.271936393737793,0.16455680486727156,6146.87744140625,-1.6273658732960317,1.0688432914033899,10048.583984375,720.0305030188869,702.2283155297384,5689.38037109375,5.622735080020682,2.039067928573461,9231.494140625,0.3496162850678405,0.444892260854237,5689.3671875,0.1010280057804659,0.09853017683946712,5689.3671875,0.019914732347547665,0.03185628298527915,5908.58935546875,80000,8000,6,80000,80000
128,2.312139,0.20742430572509765,0.1398911049413547,7485.7587890625,-1.9449318247505734,1.1258299345938723,11924.8662109375,443.5204966644937,505.19493103579396,7024.3388671875,4.9845323957573,2.142449514344663,11108.3671875,0.23430120144713396,0.4374782666177896,7027.37451171875,0.06259411922823638,0.07128897548861719,7027.37451171875,0.009000078261700005,0.018082080079380555,7675.09033203125,80000,8000,5,80000,80000
128,2.325581,0.15972594451904296,0.11340669547695002,8702.1953125,-2.2260261888278636,1.1563833605192135,13377.9931640625,270.34391353846024,335.7973321739276,8521.966796875,4.41755719993181,2.1742533233608032,12150.740234375,0.15242480300978622,0.6106309429101502,8521.052734375,0.03837329516801983,0.0476624267118522,8521.052734375,0.0037441883057781553,0.008808996757845602,9819.6474609375,80000,8000,4,80000,80000
128,2.339181,0.1334635482788086,0.096480921321186,8487.775390625,-2.4106278653140882,1.1573687581338221,13139.9072265625,189.95841992377277,245.85280505477166,8201.603515625,4.042153359924729,2.1899977327876763,12083.259765625,0.10823022698846085,0.6908697948889566,8197.9892578125,0.02712097054105252,0.03510390604231239,8197.9892578125,0.001967815858963392,0.005136150978261494,9191.1572265625,80000,8000,3,80000,80000
128,2.352941,0.11362089080810547,0.08244450832213711,6728.5712890625,-2.5719154866205214,1.1858039420611277,11269.97265625,137.21864952781922,181.53566753462545,7005.2314453125,3.717694528967577,2.177444156075467,9897.2294921875,0.0833814186413604,0.9498289382475749,7011.75927734375,0.019706718816794457,0.026068626998905317,7011.75927734375,0.0010679195854658356,0.0029844101251529993,9243.49609375,80000,8000,2,80000,80000
128,2.366864,0.09969848175048829,0.07356191257942922,6977.68212890625,-2.7054695245396614,1.1554292237900037,11562.2802734375,106.25475600524989,143.95902942770667,6456.611328125,3.442143212540954,2.1725428312818904,10582.7158203125,0.05525906942898806,0.9767406146136139,6471.09033203125,0.015351074603758752,0.02079062472869825,6471.09033203125,0.0006679001649737685,0.0019147852582965586,7165.43603515625,80000,8000,1,80000,80000
128,2.380952,0.08950875651041666,0.06660291654147425,2333.9453125,-2.83329137054363,1.2479767711605043,4297.787109375,85.62218044605329,116.49787284116036,2203.204833984375,3.188404592035203,2.2450875982124305,3646.66455078125,0.04803593658333105,0.9919939955856784,2189.567138671875,0.012447618118921916,0.0169578139664097,2189.567138671875,0.0004425010657720558,0.0013074559332194346,2537.50927734375,30000,8000,0,80000,30000
256,2.222222,0.7494717094421387,0.018280297660007553,18427.556640625,-0.2886886896966649,0.02467268417475402,18489.1875,16575.2433157834,802.1393854569818,18472.9765625,9.71446066903204,0.04946951068300962,18590.96484375,0.6658901126045884,0.0011867037918860159,18307.935546875,0.562042008359544,0.027128011857773787,18377.72265625,0.31662713898907235,0.029992271543324085,18307.935546875,80000,8000,57,80000,80000
256,2.228412,0.7366952045440673,0.02079861006290038,16630.005859375,-0.30598750820165443,0.028660729181118193,16736.802734375,15973.65856295197,891.8892952727318,16606.84375,9.677078984323641,0.05745578234837716,16797.484375,0.6656325363343116,0.001474338463312879,16415.875,0.5431524011714967,0.030253295116992564,16542.85546875,0.29592978132302494,0.03219108800843601,16415.875,80000,8000,56,80000,80000
256,2.234637,0.7223523754119873,0.023659429234678103,16984.853515625,-0.32579374187460153,0.03346024430235212,17186.53125,15319.124947781629,987.7664199370023,16906.77734375,9.63466976421833,0.06710531066513437,17257.26953125,0.6652889508444514,0.0020249244928691877,16621.8046875,0.522352715857944,0.0335820359186547,16830.466796875,0.27398009880369756,0.03413264143326347,16621.8046875,80000,8000,55,80000,80000
256,2.240896,0.7049559505462647,0.028011781468774238,16078.1064453125,-0.3504415903431988,0.04097786100361873,16351.5107421875,14556.674079826023,1131.225897476051,15997.248046875,9.582560458260321,0.08225169388894399,16463.12890625,0.6646687155601939,0.003431232146492016,15629.763671875,0.49774754230339313,0.038535845672099854,15880.341796875,0.24923760870808948,0.03698646601085782,15629.763671875,80000,8000,54,80000,80000
256,2.247191,0.6825865489959717,0.03620888233888172,13464.0263671875,-0.38340245646544424,0.05698498717849019,14041.8037109375,13626.201384376729,1378.9723169430708,13230.921875,9.513860033458496,0.11405115805195706,14057.943359375,0.6632563629779654,0.0062561653654578985,12997.0087890625,0.46723546364192153,0.04726021226046854,13216.904296875,0.2205424782284901,0.04168244462431842,12997.0087890625,80000,8000,53,80000,80000
256,2.253521,0.6551087566375733,0.049259071953033445,11946.091796875,-0.4266362094489892,0.09597136310774587,13778.0146484375,12551.333949589738,1713.777234646697,11654.8935546875,9.424573492268191,0.1913841628150841,13756.958984375,0.6604654599833808,0.012750496715538432,11498.810546875,0.43159390886219917,0.05886765713411297,11628.4208984375,0.18973865990589855,0.04619848225667284,11498.810546875,80000,8000,52,80000,80000
256,2.259887,0.6146269222259522,0.07173962197265558,9931.6064453125,-0.4978556444872922,0.18448286468173575,12984.384765625,11104.15157988867,2208.2388683343074,9457.4677734375,9.279307686827437,0.3676521070626398,12971.9150390625,0.6535052639539075,0.02851735248080947,9263.498046875,0.38291276255355916,0.07608766776953217,9439.3359375,0.15241144454634026,0.05121614175760061,9263.498046875,80000,8000,51,80000,80000
256,2.261487,0.6003140014648437,0.08314972754884907,8224.8291015625,-0.527524424448531,0.23525998291505673,9725.0205078125,10643.708924888511,2422.4173840096296,8081.38623046875,9.218916649618597,0.4839800579562489,10019.845703125,0.6494041933181535,0.03638741909693758,8078.6513671875,0.36729069112271534,0.08358431231397173,8078.6513671875,0.14188870172118564,0.0529124566858179,8232.6533203125,80000,8000,50,80000,80000
256,2.263083,0.5847620941162109,0.09107615466379412,8447.8369140625,-0.5587672350066641,0.2699000067644419,11161.98828125,10142.49594315539,2575.948027468307,8138.8955078125,9.155876875460704,0.5457917630281831,11191.9150390625,0.6451743719403664,0.036509142991327764,8137.18359375,0.3502414689776953,0.08893491640657009,8137.18359375,0.13057840708015556,0.053743033525818454,8174.240234375,80000,8000,49,80000,80000
256,2.264688,0.5680797256469726,0.10284943004989652,7074.68017578125,-0.5962932356661843,0.3138425936517944,9353.7421875,9644.639058823317,2771.4588542726874,6790.44482421875,9.079903927503054,0.633571617512433,9491.087890625,0.6391833107080647,0.04856339935456686,6782.9833984375,0.33329244772766253,0.09570259103446087,6782.9833984375,0.12024272715568177,0.054570929252228166,6879.71435546875,80000,8000,48,80000,80000
256,2.266289,0.5487412155151368,0.11271312598265236,6848.576171875,-0.6411948382166922,0.36882767934115457,9162.1064453125,9074.98799782974,2933.9292543602655,6554.15087890625,8.989618934153727,0.741498625682129,9221.3095703125,0.6318296470236142,0.06921608409425704,6554.64111328125,0.31382101157070136,0.10145322486795769,6554.64111328125,0.10877625547990624,0.05501110229441135,6594.478515625,80000,8000,47,80000,80000
256,2.267898,0.5269092853546142,0.12482374747529776,6706.89990234375,-0.6971827357338459,0.44324078884129475,9687.083984375,8473.04272268244,3103.2488860496014,6250.75634765625,8.87756356846477,0.867820852520167,9454.9384765625,0.6219592466205062,0.06834812749161807,6197.8388671875,0.29321416816458806,0.10738363417217907,6249.22998046875,0.0975056491599146,0.05481038870193499,6197.8388671875,80000,8000,46,80000,80000
